id	title	description	availability	link	price	sale price	gtin	mpn	brand	additional_image_link	condition	adult	color	size	gender	color	age group	google product category	image link	product type	item group id	identifier exists	sell on google quantity
Vein Finder	Pediatric LED Wrist Vein Finder, Premium Vein Detector for Neonates and Infants, USFDA Approved	Product Info Finding Veins In Children Can Be Challenging. The Pediatric Vein Finder With Ampule Is Designed Specifically To Help Healthcare Providers And Caregivers Locate Veins Quickly And Accurately In Young Patients. This Device Uses A Soft Amber Or Red Ampule Light To Gently Illuminate Veins Through The Skin, Making Iv Insertions, Blood Draws, And Injections More Precise And Less Stressful. The Child-Friendly Design Helps Ease Anxiety For Both The Child And The Parent, Improving The Overall Care Experience. Compact, Lightweight, And Easy To Use, It’S Perfect For Pediatricians, Hospitals, Emergency Rooms, And Even At-Home Care. &nbsp; Key Features Designed For Pediatrics : Safe And Effective For Infants, Toddlers, And Children Ampule Light Technology : Bright But Gentle Light For Vein Visualization Non-Invasive &amp; Radiation-Free : Uses Led Light, No Lasers Or Heat Reduces Failed Iv Attempts : Helps Locate Veins Quickly And Accurately Portable &amp; Easy To Use : Battery-Operated And Lightweight For Mobile Use Ideal For Clinics, Hospitals &amp; Home Care	in_stock	https://oticamart.com/default/pediatric-led-wrist-vein-finder-premium-detector-neonatal-locator-infant.html	15.16 USD				OTICA	https://oticamart.com/media/catalog/product/7/1/71s_nukds1l._sl1500_.jpg, https://oticamart.com/media/catalog/product/8/1/81ltfe9d8nl._sl1500_.jpg, https://oticamart.com/media/catalog/product/8/1/81rxxlbbgfl._sl1500_.jpg, https://oticamart.com/media/catalog/product/6/1/61qswjgu-ll._sl1500_.jpg, https://oticamart.com/media/catalog/product/6/1/61pcrm7h8vl._sl1500_.jpg, https://oticamart.com/media/catalog/product/8/1/81rmhxjxpgl._sl1500_.jpg, https://oticamart.com/media/catalog/product/6/1/6115dsmiknl._sl1500_.jpg	new	no				blue	adult		https://oticamart.com/media/catalog/product/h/e/heavy_duty_construc_3_1_new.png		Vein Finder	yes	5
Ampoule Cutter	Ampoule Cutter Doctors Nurse Glass Bottle Cap Remover Ampule Breaker Hospital Clinic	Product Info The Ampoule Cutter (Blue) Is A Must-Have Tool For Any Healthcare Professional Or Caregiver Who Regularly Works With Glass Ampoules. Designed To Ensure Clean, Precise Breaks Every Time, This Cutter Reduces The Risk Of Glass Injuries, Contamination, And Wasted Medication. Compact And Easy To Use, This Device Features A Built-In Blade Housed In A Protective Body, Allowing For Safe And Quick Ampoule Opening With Just One Twist. Suitable For Ampoules Of Various Sizes, It Is Perfect For Use In Hospitals, Clinics, Labs, Ambulances, Or Even At-Home Injections. The Blue-Colored Body Is Made From Durable Plastic For Long-Lasting Use, And Its Lightweight, Pocket-Sized Design Makes It Convenient For Daily Medical Routines. Key Features Safe Ampoule Opening : Avoids Sharp Edges And Hand Injuries Universal Fit : Works With Most Standard Glass Ampoules One-Handed Operation : Fast And Easy Twist-To-Cut Action Built-In Stainless Blade : Delivers Clean And Smooth Breaks Durable &amp; Reusable : High-Quality, Long-Lasting Plastic Body Ideal For : Hospitals, Nurses, Lab Technicians, Emergency Care, Home Injections	in_stock	https://oticamart.com/default/ampoule-cutter-doctors-nurse-glass-bottle-cap-remover-ampule-breaker-5.html	2.42 USD				OTICA		new	no					adult		https://oticamart.com/media/catalog/product/8/1/81c4jcyv1bl._sl1500__1.jpg		Ampoule Cutter	yes	1
Ampoule Cutter-Blue	Ampoule Cutter Doctors Nurse Glass Bottle Cap Remover Ampule Breaker Hospital Clinic-Blue	Product Info The Ampoule Cutter (Blue) Is A Must-Have Tool For Any Healthcare Professional Or Caregiver Who Regularly Works With Glass Ampoules. Designed To Ensure Clean, Precise Breaks Every Time, This Cutter Reduces The Risk Of Glass Injuries, Contamination, And Wasted Medication. Compact And Easy To Use, This Device Features A Built-In Blade Housed In A Protective Body, Allowing For Safe And Quick Ampoule Opening With Just One Twist. Suitable For Ampoules Of Various Sizes, It Is Perfect For Use In Hospitals, Clinics, Labs, Ambulances, Or Even At-Home Injections. The Blue-Colored Body Is Made From Durable Plastic For Long-Lasting Use, And Its Lightweight, Pocket-Sized Design Makes It Convenient For Daily Medical Routines. Key Features Safe Ampoule Opening : Avoids Sharp Edges And Hand Injuries Universal Fit : Works With Most Standard Glass Ampoules One-Handed Operation : Fast And Easy Twist-To-Cut Action Built-In Stainless Blade : Delivers Clean And Smooth Breaks Durable &amp; Reusable : High-Quality, Long-Lasting Plastic Body Ideal For : Hospitals, Nurses, Lab Technicians, Emergency Care, Home Injections	in_stock	https://oticamart.com/default/ampoule-cutter-doctors-nurse-glass-bottle-cap-remover-ampule-breaker-5.html	2.42 USD				OTICA	https://oticamart.com/media/catalog/product/7/1/71vcdsnj4al._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/7/1/712bs1mpqql._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/7/1/71fxfrijgnl._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/7/1/71idmwimytl._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/8/1/81pj9o51h-l._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/8/1/81ol0dypkhl._sl1500__1_1.jpg	new	no				blue	adult		https://oticamart.com/media/catalog/product/8/1/81c4jcyv1bl._sl1500__2.jpg		Ampoule Cutter	yes	5
Ampoule Cutter-White	Ampoule Cutter Doctors Nurse Glass Bottle Cap Remover Ampule Breaker Hospital Clinic-White	Product Info The Ampoule Cutter (Blue) Is A Must-Have Tool For Any Healthcare Professional Or Caregiver Who Regularly Works With Glass Ampoules. Designed To Ensure Clean, Precise Breaks Every Time, This Cutter Reduces The Risk Of Glass Injuries, Contamination, And Wasted Medication. Compact And Easy To Use, This Device Features A Built-In Blade Housed In A Protective Body, Allowing For Safe And Quick Ampoule Opening With Just One Twist. Suitable For Ampoules Of Various Sizes, It Is Perfect For Use In Hospitals, Clinics, Labs, Ambulances, Or Even At-Home Injections. The Blue-Colored Body Is Made From Durable Plastic For Long-Lasting Use, And Its Lightweight, Pocket-Sized Design Makes It Convenient For Daily Medical Routines. Key Features Safe Ampoule Opening : Avoids Sharp Edges And Hand Injuries Universal Fit : Works With Most Standard Glass Ampoules One-Handed Operation : Fast And Easy Twist-To-Cut Action Built-In Stainless Blade : Delivers Clean And Smooth Breaks Durable &amp; Reusable : High-Quality, Long-Lasting Plastic Body Ideal For : Hospitals, Nurses, Lab Technicians, Emergency Care, Home Injections	in_stock	https://oticamart.com/default/ampoule-cutter-doctors-nurse-glass-bottle-cap-remover-ampule-breaker-5.html	2.42 USD				OTICA	https://oticamart.com/media/catalog/product/7/1/719skw6kg5l._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/7/1/71mr4ozkc-l._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/7/1/71nbxv7aftl._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/7/1/712iq-mftql._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/8/1/81ttf7dudcl._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/8/1/819htua0j3l._sl1500__1_1.jpg	new	no				white	adult		https://oticamart.com/media/catalog/product/8/1/81pi5ljqtll._sl1500__1_1.jpg		Ampoule Cutter	yes	5
Ampoule Cutter-Pink	Ampoule Cutter Doctors Nurse Glass Bottle Cap Remover Ampule Breaker Hospital Clinic-Pink	Product Info The Ampoule Cutter (Blue) Is A Must-Have Tool For Any Healthcare Professional Or Caregiver Who Regularly Works With Glass Ampoules. Designed To Ensure Clean, Precise Breaks Every Time, This Cutter Reduces The Risk Of Glass Injuries, Contamination, And Wasted Medication. Compact And Easy To Use, This Device Features A Built-In Blade Housed In A Protective Body, Allowing For Safe And Quick Ampoule Opening With Just One Twist. Suitable For Ampoules Of Various Sizes, It Is Perfect For Use In Hospitals, Clinics, Labs, Ambulances, Or Even At-Home Injections. The Blue-Colored Body Is Made From Durable Plastic For Long-Lasting Use, And Its Lightweight, Pocket-Sized Design Makes It Convenient For Daily Medical Routines. Key Features Safe Ampoule Opening : Avoids Sharp Edges And Hand Injuries Universal Fit : Works With Most Standard Glass Ampoules One-Handed Operation : Fast And Easy Twist-To-Cut Action Built-In Stainless Blade : Delivers Clean And Smooth Breaks Durable &amp; Reusable : High-Quality, Long-Lasting Plastic Body Ideal For : Hospitals, Nurses, Lab Technicians, Emergency Care, Home Injections	in_stock	https://oticamart.com/default/ampoule-cutter-doctors-nurse-glass-bottle-cap-remover-ampule-breaker-5.html	2.42 USD				OTICA	https://oticamart.com/media/catalog/product/7/1/71jxb9xi9ul._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/7/1/71ql_50kjql._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/8/1/819wjp2_dyl._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/7/1/71ow2tgngjl._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/8/1/81csrmemcwl._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/7/1/715vhfy48ol._sl1500__1_1.jpg	new	no				pink	adult		https://oticamart.com/media/catalog/product/8/1/81ea9ftao0l._sl1500__1_1.jpg		Ampoule Cutter	yes	5
Ampoule Cutter-Green	Ampoule Cutter Doctors Nurse Glass Bottle Cap Remover Ampule Breaker Hospital Clinic-Green	Product Info The Ampoule Cutter (Blue) Is A Must-Have Tool For Any Healthcare Professional Or Caregiver Who Regularly Works With Glass Ampoules. Designed To Ensure Clean, Precise Breaks Every Time, This Cutter Reduces The Risk Of Glass Injuries, Contamination, And Wasted Medication. Compact And Easy To Use, This Device Features A Built-In Blade Housed In A Protective Body, Allowing For Safe And Quick Ampoule Opening With Just One Twist. Suitable For Ampoules Of Various Sizes, It Is Perfect For Use In Hospitals, Clinics, Labs, Ambulances, Or Even At-Home Injections. The Blue-Colored Body Is Made From Durable Plastic For Long-Lasting Use, And Its Lightweight, Pocket-Sized Design Makes It Convenient For Daily Medical Routines. Key Features Safe Ampoule Opening : Avoids Sharp Edges And Hand Injuries Universal Fit : Works With Most Standard Glass Ampoules One-Handed Operation : Fast And Easy Twist-To-Cut Action Built-In Stainless Blade : Delivers Clean And Smooth Breaks Durable &amp; Reusable : High-Quality, Long-Lasting Plastic Body Ideal For : Hospitals, Nurses, Lab Technicians, Emergency Care, Home Injections	in_stock	https://oticamart.com/default/ampoule-cutter-doctors-nurse-glass-bottle-cap-remover-ampule-breaker-5.html	2.42 USD				OTICA	https://oticamart.com/media/catalog/product/7/1/71psu9lq0jl._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/8/1/81rjghfwfil._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/7/1/71g3rmq2p3l._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/7/1/7110y6skn-l._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/7/1/71rqdhxfhsl._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/8/1/81rruinprrl._sl1500__1_1.jpg	new	no				green	adult		https://oticamart.com/media/catalog/product/7/1/71rqdhxfhsl._sl1500__2_1.jpg		Ampoule Cutter	yes	5
Medical Air Bed Large	Medical Air Bed Anti Decubitus Bedsore Mattress Ridden Patient-Large	Product Info OTICA Medical Air Bed provides clinical-grade pressure relief for patients who are confined to bed for extended periods. Its alternating pressure cycle continuously redistributes body weight, enhancing blood circulation and minimizing the risk of pressure ulcers. The mattress is made from durable, anti-bacterial PVC with reinforced heat-sealed air cells for long-term reliability. The included low-noise pump operates smoothly with adjustable pressure settings to suit patient weight and comfort needs. Designed for hospitals, nursing homes, and home caregivers, this therapeutic air bed fits most standard hospital beds and installs quickly with secure straps. OTICA ensures a stable, breathable, and supportive surface that enhances patient comfort and aids in faster recovery.. &nbsp; Key Features Alternating pressure therapy reduces bedsores effectively Low-noise pump ensures peaceful rest for patients Adjustable pressure level for customized comfort Medical-grade PVC construction for long-term durability Includes repair kit for quick maintenance	in_stock	https://oticamart.com/default/medical-air-bed-anti-decubitus-bedsore-mattress-ridden-patient-large.html	15.16 USD				OTICA		new	no					adult		https://oticamart.com/media/catalog/product/7/1/71j-xygprzl._sl1500__3.jpg		Medical Air Bed Large	yes	1
Medical Air Bed Large-Blue	Medical Air Bed Anti Decubitus Bedsore Mattress Ridden Patient-Blue (Large)	Product Info OTICA Medical Air Bed provides clinical-grade pressure relief for patients who are confined to bed for extended periods. Its alternating pressure cycle continuously redistributes body weight, enhancing blood circulation and minimizing the risk of pressure ulcers. The mattress is made from durable, anti-bacterial PVC with reinforced heat-sealed air cells for long-term reliability. The included low-noise pump operates smoothly with adjustable pressure settings to suit patient weight and comfort needs. Designed for hospitals, nursing homes, and home caregivers, this therapeutic air bed fits most standard hospital beds and installs quickly with secure straps. OTICA ensures a stable, breathable, and supportive surface that enhances patient comfort and aids in faster recovery.. &nbsp; Key Features Alternating pressure therapy reduces bedsores effectively Low-noise pump ensures peaceful rest for patients Adjustable pressure level for customized comfort Medical-grade PVC construction for long-term durability Includes repair kit for quick maintenance	in_stock	https://oticamart.com/default/medical-air-bed-anti-decubitus-bedsore-mattress-ridden-patient-large.html	15.16 USD				OTICA	https://oticamart.com/media/catalog/product/8/1/81o9y5gppol._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/8/1/81l5jq70unl._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/8/1/81jhz5wbatl._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/8/1/81ersei5ygl._sl1500__1_1.jpg, https://oticamart.com/media/catalog/product/8/1/81a_lotjc2l._sl1500__1_1.jpg	new	no				blue	adult		https://oticamart.com/media/catalog/product/7/1/71j-xygprzl._sl1500__1_1.jpg		Medical Air Bed Large	yes	0
Medical Air Bed Large-Beige	Medical Air Bed Anti Decubitus Bedsore Mattress Ridden Patient-Beige (Large)	Product Info OTICA Medical Air Bed provides clinical-grade pressure relief for patients who are confined to bed for extended periods. Its alternating pressure cycle continuously redistributes body weight, enhancing blood circulation and minimizing the risk of pressure ulcers. The mattress is made from durable, anti-bacterial PVC with reinforced heat-sealed air cells for long-term reliability. The included low-noise pump operates smoothly with adjustable pressure settings to suit patient weight and comfort needs. Designed for hospitals, nursing homes, and home caregivers, this therapeutic air bed fits most standard hospital beds and installs quickly with secure straps. OTICA ensures a stable, breathable, and supportive surface that enhances patient comfort and aids in faster recovery.. &nbsp; Key Features Alternating pressure therapy reduces bedsores effectively Low-noise pump ensures peaceful rest for patients Adjustable pressure level for customized comfort Medical-grade PVC construction for long-term durability Includes repair kit for quick maintenance	in_stock	https://oticamart.com/default/medical-air-bed-anti-decubitus-bedsore-mattress-ridden-patient-large.html	15.16 USD				OTICA	https://oticamart.com/media/catalog/product/6/1/614bvnraoyl_1.jpg, https://oticamart.com/media/catalog/product/6/1/612ddxu8jwl_1.jpg, https://oticamart.com/media/catalog/product/5/1/51p-aavrpgl_1.jpg, https://oticamart.com/media/catalog/product/6/1/61ygj5yppbl_1.jpg, https://oticamart.com/media/catalog/product/6/1/61y7nfxpujl_1.jpg	new	no				beige	adult		https://oticamart.com/media/catalog/product/5/1/51zh3pajjkl_1.jpg		Medical Air Bed Large	yes	0
Water Bed	Water Bed Sores Prevention Ridden Patient Long Term Hospitalization	Product Info The Medical Waterbed&nbsp;Is A Specially Designed Therapeutic Mattress That Offers Superior Comfort And Support For Individuals Requiring Extended Bed Rest Or Pressure Sore Prevention. Ideal For Use In Hospitals, Nursing Homes, Or At Home, This Waterbed Helps Distribute Body Weight Evenly, Minimizing Pressure On Sensitive Areas Like The Hips, Back, And Heels. Made From Durable, Medical-Grade Pvc, The Mattress Is Leak-Resistant, Easy To Clean, And Compatible With Most Hospital Or Regular Beds. It Conforms To The User’S Body Shape, Reducing The Risk Of Pressure Ulcers And Improving Blood Circulation. Whether You'Re A Caregiver, Hospital Staff, Or Home User, This Waterbed Is A Reliable Choice For Improving Patient Comfort, Especially In Cases Of Paralysis, Injury Recovery, Or Elderly Care. . &nbsp; Key Features Pressure Relief Support :&nbsp;Helps Prevent Bedsores And Ulcers High-Quality Pvc Material :&nbsp;Leak-Proof, Durable, And Medical-Grade Comfortable &amp; Therapeutic :&nbsp;Evenly Distributes Weight And Reduces Stress On Joints Easy To Fill &amp; Use :&nbsp;Standard Water Fill With Secure Cap System Compatible With Most Beds :&nbsp;Fits Hospital, Adjustable, Or Standard Home Beds Ideal For :&nbsp;Elderly Patients, Post-Surgery Recovery, Paralysis, Long-Term Care	in_stock	https://oticamart.com/default/water-bed-sores-prevention-ridden-patient-long-term-hospitalization.html	18.19 USD				OTICA	https://oticamart.com/media/catalog/product/5/_/5_4_1_1.jpg, https://oticamart.com/media/catalog/product/1/_/1_6_1_1.jpg, https://oticamart.com/media/catalog/product/2/_/2_5_1_1.jpg, https://oticamart.com/media/catalog/product/3/_/3_6_1_1.jpg	new	no					adult		https://oticamart.com/media/catalog/product/w/a/waterbed_1.jpg		Water Bed	yes	0
Portable Soft Stretcher	Nylon Foldable Soft Stretcher Portable Emergency Patient Transport with Safety Belt	Product Info The Soft Portable Stretcher :&nbsp;Is A Reliable, Easy-To-Carry Patient Transfer Sheet Made For Emergency Responders, Hospitals, Clinics, And At-Home Caregivers. Constructed From High-Strength, Waterproof Fabric, This Stretcher Allows For Quick And Safe Transport Of Patients In A Variety Of Settings—Indoors, Outdoors, Ambulances, Or Disaster Zones. Equipped With 6 To 8 Reinforced Carry Handles, It Provides Secure Grip And Stability For Multiple Caregivers During Lifting Or Transport. The Soft, Flexible Material Folds Compactly For Storage And Is Easy To Clean And Disinfect After Use. Ideal For Use In First Aid Situations, Elderly Care, Disaster Response, Or Non-Ambulatory Patient Transport, The Soft Portable Stretcher Is An Essential Tool For Safe, Efficient Movement Without The Bulk Of A Traditional Stretcher. &nbsp; Key Features Durable &amp; Tear-Resistant Material :&nbsp;Supports Heavy Weight With Reinforced Stitching Multiple Carry Handles :&nbsp;Ensures Stability And Safety For Caregivers Lightweight &amp; Foldable Design :&nbsp;Easy To Store, Transport, And Deploy Waterproof &amp; Easy To Clean :&nbsp;Ideal For Medical And Emergency Environments Ideal For : Ambulances, Emergency Response, Patient Transfers, Elderly Care, Home Use	in_stock	https://oticamart.com/default/nylon-foldable-soft-stretcher-safety-belt-emergency-medical-portable-patient-3.html	8.48 USD				OTICA		new	no					adult		https://oticamart.com/media/catalog/product/7/1/71-jwo6vozl._sl1500__1.jpg		Portable Soft Stretcher	yes	1
OT LIGHT	LED OT Light Examination High Intensity Standing Spot Type Surgical	Product Info OTICA OT Light is a professional-grade surgical illumination system built to support high-precision clinical procedures. The advanced LED optics generate bright, shadow-free, color-accurate light that enhances visibility inside deep cavities and across complex surgical fields. Its adjustable intensity control allows surgeons to set the perfect brightness without heat buildup, ensuring comfort for both staff and patients. Designed for long operating hours, the energy-efficient LEDs offer extended lifespan, stable performance, and minimal maintenance. With a smooth arm mechanism for precise positioning and a robust medical-grade construction, OTICA OT Light is ideal for hospitals, clinics, and operating theaters seeking reliable, high-clarity lighting.. &nbsp; Key Features High-intensity LED illumination for clear surgical visibility Shadow-free light distribution for accurate tissue differentiation Color-corrected lighting enhances anatomical detail Low heat emission ensures surgeon and patient comfort Adjustable brightness for various procedural needs Deep cavity illumination with consistent uniformity	in_stock	https://oticamart.com/default/led-ot-light-examination-high-intensity-standing-spot-type-surgical-4.html	121.35 USD				OTICA		new	no					adult		https://oticamart.com/media/catalog/product/5/1/51oqipcum8l._sl1500__1__1.jpg		OT LIGHT	yes	1
Plastic Mouth Opener	Dual-Use Plastic Mouth Opener White Plastic for Emergency Anesthesia Oral Therapy Gutka Rehab	Product Info The OTICA Dual-Use Mouth Opener is engineered for practitioners and patients requiring safe, controlled mouth widening during anesthesia preparation, dental procedures, oral physiotherapy, or rehabilitation from gutka-related restricted jaw opening. Its spiral jaw stretcher mechanism enables smooth, incremental expansion without sudden force, supporting accurate therapeutic adjustment. Built with medical-grade, corrosion-resistant materials, the device ensures durability and hygiene for repeated use. An ergonomic easy-grip handle offers excellent stability, allowing clinicians or guided patients to operate with confidence. Suitable for emergency response units, dental clinics, maxillofacial therapy, and home-based jaw-mobility exercises, this OTICA mouth opener delivers dependable performance, precision control, and patient-centric comfort. Key Features Dual-use design for clinical and therapeutic applications Spiral jaw stretcher allows smooth, controlled expansion Supports emergency anesthesia preparation Ideal for oral physiotherapy and jaw mobility exercises Medical-grade, corrosion-resistant construction Provides incremental adjustment for precise control &nbsp;	in_stock	https://oticamart.com/default/dual-use-mouth-opener-emergency-anesthesia-oral-therapy-gutka-4.html	4.24 USD				OTICA		new	no					adult		https://oticamart.com/media/catalog/product/6/1/61hr2blpugl._sl1500__2.jpg		Plastic Mouth Opener	yes	1
GEL 250ML	Ultrasound Gel USG ECG EEG Sonography Physio 250ml	Product Info OTICA ECG &amp; USG Gel is a professional-grade conductive gel developed for hospitals, diagnostic centers, physiotherapy units and home-care monitoring. Designed to deliver stable electrical conduction, it improves signal clarity for ECG, USG, EMG, TENS, and Doppler studies. The gel’s smooth viscosity enables easy application without dripping, while its hypoallergenic and non-sensitizing formulation ensures patient safety during prolonged procedures. It spreads evenly across the skin to eliminate air gaps and maximise transducer efficiency, resulting in sharp imaging and accurate readings. Being water-soluble, OTICA gel wipes off cleanly without leaving stains, residue or stickiness. Suitable for all ultrasound probes, monitoring electrodes and therapeutic devices, this gel provides consistent performance across diverse clinical applications.. &nbsp; Key Features High-conductivity gel for accurate ECG and USG readings Medical-grade formulation designed for diagnostic use Ensures stable probe-to-skin contact for clear imaging Optimized viscosity for smooth and uniform application Non-sticky, non-greasy and easy to spread on skin Water-soluble gel that cleans off quickly without residue Compatible with ECG, USG, EMG, Doppler and TENS systems	in_stock	https://oticamart.com/default/ultrasound-gel-usg-ecg-eeg-sonography-physio-250ml.html	4.24 USD				OTICA		new	no					adult		https://oticamart.com/media/catalog/product/8/1/81jekb5jn-l._sl1500__1.jpg		GEL 250ML	yes	1
5KG Gel	ECG Gel Ultrasound USG EEG Sonography Physio 5 KG	Product Info OTICA ECG &amp; USG Gel is a professional-grade conductive gel developed for hospitals, diagnostic centers, physiotherapy units and home-care monitoring. Designed to deliver stable electrical conduction, it improves signal clarity for ECG, USG, EMG, TENS, and Doppler studies. The gel’s smooth viscosity enables easy application without dripping, while its hypoallergenic and non-sensitizing formulation ensures patient safety during prolonged procedures. It spreads evenly across the skin to eliminate air gaps and maximise transducer efficiency, resulting in sharp imaging and accurate readings. Being water-soluble, OTICA gel wipes off cleanly without leaving stains, residue or stickiness. Suitable for all ultrasound probes, monitoring electrodes and therapeutic devices, this gel provides consistent performance across diverse clinical applications... &nbsp; Key Features High-conductivity gel for accurate ECG and USG readings Medical-grade formulation designed for diagnostic use Ensures stable probe-to-skin contact for clear imaging Optimized viscosity for smooth and uniform application Non-sticky, non-greasy and easy to spread on skin Water-soluble gel that cleans off quickly without residue Compatible with ECG, USG, EMG, Doppler and TENS systems	in_stock	https://oticamart.com/default/ecg-gel-ultrasound-usg-eeg-sonography-physio-5-kg-5kg.html	6.06 USD				OTICA		new	no					adult		https://oticamart.com/media/catalog/product/8/1/81cd8cdbj_l._sl1500__1.jpg		5KG Gel	yes	1
IPA	99% Isopropyl Alcohol (IPA) Pure Rubbing Isopropanol for Cleaning & Medical Use	Product Info OTICA IPA Cleaning Solution is a professional-grade 99% Isopropyl Alcohol formulation designed for high-precision cleaning and disinfection in medical, laboratory, and electronic maintenance settings. Its rapid evaporation rate leaves no residue, ensuring safe use on sensors, lenses, PCBs, cables, stainless steel equipment, probes, and optical surfaces. Ideal for removing flux, adhesive marks, fingerprints, oils, and microscopic contaminants. The solution provides controlled cleaning action without damaging delicate materials, making it suitable for hospitals, diagnostic centers, service engineers, clinics, and technical workshops. OTICA’s strict quality standards ensure purity, consistency, and dependable performance for routine and critical cleaning applications.. &nbsp; Key Features High-purity 99% Isopropyl Alcohol formulation Fast-evaporating and completely residue-free Safe for medical equipment and diagnostic devices Removes oils, grease, fingerprints, and stains Effective for cleaning PCBs and electronic components Suitable for optical lenses, sensors, and probes Ideal for laboratory instruments and surfaces Does not corrode or damage delicate materials Supports hygienic maintenance in clinical settings Enhances reliability of medical and electronic devices Reduces contamination on high-touch surfaces High solvency for rapid dirt and contaminant breakdown Works for adhesive removal and flux cleaning	in_stock	https://oticamart.com/default/99-isopropyl-alcohol-ipa-pure-rubbing-isopropanol-cleaning-electronics-surfaces-5.html	1.81 USD				OTICA	https://oticamart.com/media/catalog/product/i/m/image_12_.jpg, https://oticamart.com/media/catalog/product/i/m/image_10_.jpg, https://oticamart.com/media/catalog/product/i/m/image_9_.jpg, https://oticamart.com/media/catalog/product/i/m/image_11_.jpg	new	no					adult		https://oticamart.com/media/catalog/product/6/1/61dhypc8d3l._sl1500__1.jpg		IPA	yes	1
Foldable Stretcher	Foldable Stretcher Patient Shifting Portable Emergency Hospital Ambulance Use Safety Belt		in_stock	https://oticamart.com/default/foldable-stretcher-patient-shifting-portable-emergency-hospital-ambulance-use-safety-13.html	42.46 USD				OTICA	https://oticamart.com/media/catalog/product/7/1/71dmflceull._sl1500_.jpg, https://oticamart.com/media/catalog/product/8/1/81lz9hxafql._sl1500_.jpg, https://oticamart.com/media/catalog/product/8/1/81ha05fvtal._sl1500_.jpg, https://oticamart.com/media/catalog/product/7/1/71hqf17qodl._sl1500_.jpg	new	no					adult		https://oticamart.com/media/catalog/product/7/1/71mlbikp_sl._sl1500_.jpg		Foldable Stretcher	yes	1
Classic Style Stethoscope - Aluminium	Acoustic Lightweight Stethoscope Doctors Nurses Students Home Health Use Adult Dual Head Aluminum Chestpiece Classic Style Aluminium	Product Info The OTICA Acoustic Lightweight Stethoscope is engineered for reliable and accurate auscultation in clinical, academic, and home healthcare settings. Its 360° dual-head aluminum chestpiece allows smooth switching between diaphragm and bell to capture both high and low frequency sounds with clarity. The tunable floating diaphragm enhances acoustic sensitivity, enabling detection of subtle heart and lung sounds. Clear, reinforced latex-free tubing resists oil, sweat, and stains for long-term durability. Comfort-fit silicone ear tips, non-chill chestpiece, and lightweight construction reduce ear pressure and fatigue during extended shifts. Suitable for doctors, nurses, medical students, emergency responders, and home health users, and backed by a 5-year warranty with lifetime OTICA support. &nbsp; Key Features 360° rotating dual-head aluminum chestpiece Tunable diaphragm and bell for high and low frequency sounds Accurate detection of subtle sounds like Korotkoff and murmurs Comfort-fit silicone ear tips reduce ear pressure Suitable for adults, pediatric, and infant examination Suitable for hospital, clinic, and home healthcare use	in_stock	https://oticamart.com/default/acoustic-lightweight-stethoscope-doctors-nurses-students-home-health-use-adult.html	9.70 USD				OTICA	https://oticamart.com/media/catalog/product/g/r/green_1_.jpg, https://oticamart.com/media/catalog/product/g/r/green_2__1.jpg, https://oticamart.com/media/catalog/product/g/r/green_4_.jpg, https://oticamart.com/media/catalog/product/g/r/green_5_.jpg, https://oticamart.com/media/catalog/product/g/r/green_6_.jpg, https://oticamart.com/media/catalog/product/g/r/green_7_.jpg, https://oticamart.com/media/catalog/product/g/r/green_8_.jpg, https://oticamart.com/media/catalog/product/g/r/green_9_.jpg	new	no					adult		https://oticamart.com/media/catalog/product/g/r/green.jpg		Classic Style Stethoscope - Aluminium	yes	1
